,key,year,state_abbr,state,ethnicity,percentage
1153,2018RI,2018,RI,Rhode Island,White,N/A
1154,2018RI,2018,RI,Rhode Island,Asian,N/A
1155,2018RI,2018,RI,Rhode Island,Hispanic,N/A
1156,2018RI,2018,RI,Rhode Island,Native,N/A
1157,2018RI,2018,RI,Rhode Island,Other,N/A
1158,2018SC,2018,SC,South Carolina,Black,0.0
1159,2018SC,2018,SC,South Carolina,White,0.0
1160,2018SC,2018,SC,South Carolina,Asian,0.0
1161,2018SC,2018,SC,South Carolina,Hispanic,N/A
1162,2018SC,2018,SC,South Carolina,Native,N/A
1163,2018SC,2018,SC,South Carolina,Other,N/A
1164,2018SD,2018,SD,South Dakota,Black,N/A
1165,2018SD,2018,SD,South Dakota,White,0.0
1166,2018SD,2018,SD,South Dakota,Asian,N/A
1167,2018SD,2018,SD,South Dakota,Hispanic,N/A
1168,2018SD,2018,SD,South Dakota,Native,N/A
1169,2018SD,2018,SD,South Dakota,Other,N/A
1170,2018TN,2018,TN,Tennessee,Black,0.0
1171,2018TN,2018,TN,Tennessee,White,0.0
1172,2018TN,2018,TN,Tennessee,Asian,N/A
1173,2018TN,2018,TN,Tennessee,Hispanic,0.0
1174,2018TN,2018,TN,Tennessee,Native,N/A
1175,2018TN,2018,TN,Tennessee,Other,N/A
1176,2018TX,2018,TX,Texas,Black,0.25
1177,2018TX,2018,TX,Texas,White,0.043478260869565216
1178,2018TX,2018,TX,Texas,Asian,0.0
1179,2018TX,2018,TX,Texas,Hispanic,0.06666666666666667
1180,2018TX,2018,TX,Texas,Native,N/A
1181,2018TX,2018,TX,Texas,Other,N/A
1182,2018UT,2018,UT,Utah,Black,0.0
1183,2018UT,2018,UT,Utah,White,0.1111111111111111
1184,2018UT,2018,UT,Utah,Asian,N/A
1185,2018UT,2018,UT,Utah,Hispanic,0.0
1186,2018UT,2018,UT,Utah,Native,0.0
1187,2018UT,2018,UT,Utah,Other,N/A
1188,2018VA,2018,VA,Virginia,Black,0.25
1189,2018VA,2018,VA,Virginia,White,0.0
1190,2018VA,2018,VA,Virginia,Asian,N/A
1191,2018VA,2018,VA,Virginia,Hispanic,N/A
1192,2018VA,2018,VA,Virginia,Native,N/A
1193,2018VA,2018,VA,Virginia,Other,N/A
1194,2018VT,2018,VT,Vermont,Black,N/A
1195,2018VT,2018,VT,Vermont,White,0.0
1196,2018VT,2018,VT,Vermont,Asian,N/A
1197,2018VT,2018,VT,Vermont,Hispanic,N/A
1198,2018VT,2018,VT,Vermont,Native,N/A
1199,2018VT,2018,VT,Vermont,Other,N/A
1200,2018WA,2018,WA,Washington,Black,N/A
1201,2018WA,2018,WA,Washington,White,0.08333333333333333
1202,2018WA,2018,WA,Washington,Asian,0.0
1203,2018WA,2018,WA,Washington,Hispanic,0.0
1204,2018WA,2018,WA,Washington,Native,N/A
1205,2018WA,2018,WA,Washington,Other,N/A
1206,2018WI,2018,WI,Wisconsin,Black,0.0
1207,2018WI,2018,WI,Wisconsin,White,0.0
1208,2018WI,2018,WI,Wisconsin,Asian,N/A
1209,2018WI,2018,WI,Wisconsin,Hispanic,N/A
1210,2018WI,2018,WI,Wisconsin,Native,0.0
1211,2018WI,2018,WI,Wisconsin,Other,N/A
1212,2018WV,2018,WV,West Virginia,Black,0.0
1213,2018WV,2018,WV,West Virginia,White,0.0
1214,2018WV,2018,WV,West Virginia,Asian,N/A
1215,2018WV,2018,WV,West Virginia,Hispanic,N/A
1216,2018WV,2018,WV,West Virginia,Native,N/A
1217,2018WV,2018,WV,West Virginia,Other,N/A
1218,2018WY,2018,WY,Wyoming,Black,N/A
1219,2018WY,2018,WY,Wyoming,White,0.0
1220,2018WY,2018,WY,Wyoming,Asian,N/A
1221,2018WY,2018,WY,Wyoming,Hispanic,1.0
1222,2018WY,2018,WY,Wyoming,Native,N/A
1223,2018WY,2018,WY,Wyoming,Other,N/A
1224,2019AK,2019,AK,Alaska,Black,0.0
1225,2019AK,2019,AK,Alaska,White,0.0
1226,2019AK,2019,AK,Alaska,Asian,N/A
1227,2019AK,2019,AK,Alaska,Hispanic,N/A
1228,2019AK,2019,AK,Alaska,Native,0.0
1229,2019AK,2019,AK,Alaska,Other,N/A
1230,2019AL,2019,AL,Alabama,Black,0.0
1231,2019AL,2019,AL,Alabama,White,0.0
1232,2019AL,2019,AL,Alabama,Asian,N/A
1233,2019AL,2019,AL,Alabama,Hispanic,N/A
1234,2019AL,2019,AL,Alabama,Native,N/A
1235,2019AL,2019,AL,Alabama,Other,N/A
1236,2019AR,2019,AR,Arkansas,Black,0.125
1237,2019AR,2019,AR,Arkansas,White,0.0
1238,2019AR,2019,AR,Arkansas,Asian,N/A
1239,2019AR,2019,AR,Arkansas,Hispanic,N/A
1240,2019AR,2019,AR,Arkansas,Native,N/A
1241,2019AR,2019,AR,Arkansas,Other,N/A
1242,2019AZ,2019,AZ,Arizona,Black,0.0
1243,2019AZ,2019,AZ,Arizona,White,0.1111111111111111
1244,2019AZ,2019,AZ,Arizona,Asian,N/A
1245,2019AZ,2019,AZ,Arizona,Hispanic,0.11764705882352941
1246,2019AZ,2019,AZ,Arizona,Native,0.0
1247,2019AZ,2019,AZ,Arizona,Other,N/A
1248,2019CA,2019,CA,California,Black,0.041666666666666664
1249,2019CA,2019,CA,California,White,0.12121212121212122
1250,2019CA,2019,CA,California,Asian,0.14285714285714285
1251,2019CA,2019,CA,California,Hispanic,0.06666666666666667
1252,2019CA,2019,CA,California,Native,0.0
1253,2019CA,2019,CA,California,Other,N/A
1254,2019CO,2019,CO,Colorado,Black,0.0
1255,2019CO,2019,CO,Colorado,White,0.06666666666666667
1256,2019CO,2019,CO,Colorado,Asian,N/A
1257,2019CO,2019,CO,Colorado,Hispanic,0.08333333333333333
1258,2019CO,2019,CO,Colorado,Native,N/A
1259,2019CO,2019,CO,Colorado,Other,N/A
1260,2019CT,2019,CT,Connecticut,Black,0.0
1261,2019CT,2019,CT,Connecticut,White,1.0
1262,2019CT,2019,CT,Connecticut,Asian,N/A
1263,2019CT,2019,CT,Connecticut,Hispanic,0.0
1264,2019CT,2019,CT,Connecticut,Native,N/A
1265,2019CT,2019,CT,Connecticut,Other,N/A
1266,2019DC,2019,DC,District of Columbia,Black,0.0
1267,2019DC,2019,DC,District of Columbia,White,N/A
1268,2019DC,2019,DC,District of Columbia,Asian,N/A
1269,2019DC,2019,DC,District of Columbia,Hispanic,N/A
1270,2019DC,2019,DC,District of Columbia,Native,N/A
1271,2019DC,2019,DC,District of Columbia,Other,N/A
1272,2019DE,2019,DE,Delaware,Black,N/A
1273,2019DE,2019,DE,Delaware,White,N/A
1274,2019DE,2019,DE,Delaware,Asian,N/A
1275,2019DE,2019,DE,Delaware,Hispanic,N/A
1276,2019DE,2019,DE,Delaware,Native,N/A
1277,2019DE,2019,DE,Delaware,Other,N/A
1278,2019FL,2019,FL,Florida,Black,0.0
1279,2019FL,2019,FL,Florida,White,0.0
1280,2019FL,2019,FL,Florida,Asian,N/A
1281,2019FL,2019,FL,Florida,Hispanic,0.0
1282,2019FL,2019,FL,Florida,Native,N/A
1283,2019FL,2019,FL,Florida,Other,0.0
1284,2019GA,2019,GA,Georgia,Black,0.1111111111111111
1285,2019GA,2019,GA,Georgia,White,0.125
1286,2019GA,2019,GA,Georgia,Asian,0.0
1287,2019GA,2019,GA,Georgia,Hispanic,0.0
1288,2019GA,2019,GA,Georgia,Native,N/A
1289,2019GA,2019,GA,Georgia,Other,N/A
1290,2019HI,2019,HI,Hawaii,Black,N/A
1291,2019HI,2019,HI,Hawaii,White,0.0
1292,2019HI,2019,HI,Hawaii,Asian,1.0
1293,2019HI,2019,HI,Hawaii,Hispanic,N/A
1294,2019HI,2019,HI,Hawaii,Native,N/A
1295,2019HI,2019,HI,Hawaii,Other,0.0
1296,2019IA,2019,IA,Iowa,Black,0.0
1297,2019IA,2019,IA,Iowa,White,0.0
1298,2019IA,2019,IA,Iowa,Asian,N/A
1299,2019IA,2019,IA,Iowa,Hispanic,N/A
1300,2019IA,2019,IA,Iowa,Native,N/A
1301,2019IA,2019,IA,Iowa,Other,N/A
1302,2019ID,2019,ID,Idaho,Black,N/A
1303,2019ID,2019,ID,Idaho,White,0.0
1304,2019ID,2019,ID,Idaho,Asian,N/A
1305,2019ID,2019,ID,Idaho,Hispanic,0.0
1306,2019ID,2019,ID,Idaho,Native,N/A
1307,2019ID,2019,ID,Idaho,Other,N/A
1308,2019IL,2019,IL,Illinois,Black,0.0
1309,2019IL,2019,IL,Illinois,White,0.0
1310,2019IL,2019,IL,Illinois,Asian,N/A
1311,2019IL,2019,IL,Illinois,Hispanic,0.0
1312,2019IL,2019,IL,Illinois,Native,N/A
1313,2019IL,2019,IL,Illinois,Other,N/A
1314,2019IN,2019,IN,Indiana,Black,0.0
1315,2019IN,2019,IN,Indiana,White,0.0
1316,2019IN,2019,IN,Indiana,Asian,N/A
1317,2019IN,2019,IN,Indiana,Hispanic,N/A
1318,2019IN,2019,IN,Indiana,Native,N/A
1319,2019IN,2019,IN,Indiana,Other,N/A
1320,2019KS,2019,KS,Kansas,Black,0.0
1321,2019KS,2019,KS,Kansas,White,0.0
1322,2019KS,2019,KS,Kansas,Asian,N/A
1323,2019KS,2019,KS,Kansas,Hispanic,N/A
1324,2019KS,2019,KS,Kansas,Native,N/A
1325,2019KS,2019,KS,Kansas,Other,N/A
1326,2019KY,2019,KY,Kentucky,Black,0.0
1327,2019KY,2019,KY,Kentucky,White,0.0
1328,2019KY,2019,KY,Kentucky,Asian,N/A
1329,2019KY,2019,KY,Kentucky,Hispanic,N/A
1330,2019KY,2019,KY,Kentucky,Native,N/A
1331,2019KY,2019,KY,Kentucky,Other,N/A
1332,2019LA,2019,LA,Louisiana,Black,0.17647058823529413
1333,2019LA,2019,LA,Louisiana,White,0.0
1334,2019LA,2019,LA,Louisiana,Asian,N/A
1335,2019LA,2019,LA,Louisiana,Hispanic,N/A
1336,2019LA,2019,LA,Louisiana,Native,N/A
1337,2019LA,2019,LA,Louisiana,Other,N/A
1338,2019MA,2019,MA,Massachusetts,Black,0.0
1339,2019MA,2019,MA,Massachusetts,White,N/A
1340,2019MA,2019,MA,Massachusetts,Asian,N/A
1341,2019MA,2019,MA,Massachusetts,Hispanic,0.0
1342,2019MA,2019,MA,Massachusetts,Native,N/A
1343,2019MA,2019,MA,Massachusetts,Other,0.0
1344,2019MD,2019,MD,Maryland,Black,0.1
1345,2019MD,2019,MD,Maryland,White,0.0
1346,2019MD,2019,MD,Maryland,Asian,N/A
1347,2019MD,2019,MD,Maryland,Hispanic,0.0
1348,2019MD,2019,MD,Maryland,Native,N/A
1349,2019MD,2019,MD,Maryland,Other,N/A
1350,2019ME,2019,ME,Maine,Black,N/A
1351,2019ME,2019,ME,Maine,White,0.0
1352,2019ME,2019,ME,Maine,Asian,N/A
1353,2019ME,2019,ME,Maine,Hispanic,0.0
1354,2019ME,2019,ME,Maine,Native,N/A
1355,2019ME,2019,ME,Maine,Other,N/A
1356,2019MI,2019,MI,Michigan,Black,0.3333333333333333
1357,2019MI,2019,MI,Michigan,White,0.14285714285714285
1358,2019MI,2019,MI,Michigan,Asian,N/A
1359,2019MI,2019,MI,Michigan,Hispanic,0.0
1360,2019MI,2019,MI,Michigan,Native,N/A
1361,2019MI,2019,MI,Michigan,Other,N/A
1362,2019MN,2019,MN,Minnesota,Black,0.0
1363,2019MN,2019,MN,Minnesota,White,0.25
1364,2019MN,2019,MN,Minnesota,Asian,0.0
1365,2019MN,2019,MN,Minnesota,Hispanic,0.0
1366,2019MN,2019,MN,Minnesota,Native,0.0
1367,2019MN,2019,MN,Minnesota,Other,0.0
1368,2019MO,2019,MO,Missouri,Black,0.0
1369,2019MO,2019,MO,Missouri,White,0.16666666666666666
1370,2019MO,2019,MO,Missouri,Asian,N/A
1371,2019MO,2019,MO,Missouri,Hispanic,0.0
1372,2019MO,2019,MO,Missouri,Native,N/A
1373,2019MO,2019,MO,Missouri,Other,N/A
1374,2019MS,2019,MS,Mississippi,Black,0.0
1375,2019MS,2019,MS,Mississippi,White,0.0
1376,2019MS,2019,MS,Mississippi,Asian,0.0
1377,2019MS,2019,MS,Mississippi,Hispanic,N/A
1378,2019MS,2019,MS,Mississippi,Native,N/A
1379,2019MS,2019,MS,Mississippi,Other,N/A
1380,2019MT,2019,MT,Montana,Black,N/A
1381,2019MT,2019,MT,Montana,White,0.0
1382,2019MT,2019,MT,Montana,Asian,N/A
1383,2019MT,2019,MT,Montana,Hispanic,N/A
1384,2019MT,2019,MT,Montana,Native,N/A
1385,2019MT,2019,MT,Montana,Other,N/A
1386,2019NC,2019,NC,North Carolina,Black,0.0
1387,2019NC,2019,NC,North Carolina,White,0.05555555555555555
1388,2019NC,2019,NC,North Carolina,Asian,N/A
1389,2019NC,2019,NC,North Carolina,Hispanic,0.0
1390,2019NC,2019,NC,North Carolina,Native,N/A
1391,2019NC,2019,NC,North Carolina,Other,N/A
1392,2019ND,2019,ND,North Dakota,Black,N/A
1393,2019ND,2019,ND,North Dakota,White,N/A
1394,2019ND,2019,ND,North Dakota,Asian,N/A
1395,2019ND,2019,ND,North Dakota,Hispanic,N/A
1396,2019ND,2019,ND,North Dakota,Native,N/A
1397,2019ND,2019,ND,North Dakota,Other,N/A
1398,2019NE,2019,NE,Nebraska,Black,0.0
1399,2019NE,2019,NE,Nebraska,White,0.0
1400,2019NE,2019,NE,Nebraska,Asian,N/A
1401,2019NE,2019,NE,Nebraska,Hispanic,0.0
1402,2019NE,2019,NE,Nebraska,Native,0.0
1403,2019NE,2019,NE,Nebraska,Other,N/A
1404,2019NH,2019,NH,New Hampshire,Black,N/A
1405,2019NH,2019,NH,New Hampshire,White,0.0
1406,2019NH,2019,NH,New Hampshire,Asian,N/A
1407,2019NH,2019,NH,New Hampshire,Hispanic,N/A
1408,2019NH,2019,NH,New Hampshire,Native,N/A
1409,2019NH,2019,NH,New Hampshire,Other,N/A
1410,2019NJ,2019,NJ,New Jersey,Black,0.16666666666666666
1411,2019NJ,2019,NJ,New Jersey,White,0.0
1412,2019NJ,2019,NJ,New Jersey,Asian,N/A
1413,2019NJ,2019,NJ,New Jersey,Hispanic,0.0
1414,2019NJ,2019,NJ,New Jersey,Native,N/A
1415,2019NJ,2019,NJ,New Jersey,Other,N/A
1416,2019NM,2019,NM,New Mexico,Black,N/A
1417,2019NM,2019,NM,New Mexico,White,0.0
1418,2019NM,2019,NM,New Mexico,Asian,N/A
1419,2019NM,2019,NM,New Mexico,Hispanic,0.0
1420,2019NM,2019,NM,New Mexico,Native,0.0
1421,2019NM,2019,NM,New Mexico,Other,N/A
1422,2019NV,2019,NV,Nevada,Black,0.0
1423,2019NV,2019,NV,Nevada,White,0.0
1424,2019NV,2019,NV,Nevada,Asian,N/A
1425,2019NV,2019,NV,Nevada,Hispanic,0.25
1426,2019NV,2019,NV,Nevada,Native,N/A
1427,2019NV,2019,NV,Nevada,Other,N/A
1428,2019NY,2019,NY,New York,Black,0.0
1429,2019NY,2019,NY,New York,White,0.16666666666666666
1430,2019NY,2019,NY,New York,Asian,N/A
1431,2019NY,2019,NY,New York,Hispanic,0.0
1432,2019NY,2019,NY,New York,Native,N/A
1433,2019NY,2019,NY,New York,Other,N/A
1434,2019OH,2019,OH,Ohio,Black,0.0
1435,2019OH,2019,OH,Ohio,White,0.07692307692307693
1436,2019OH,2019,OH,Ohio,Asian,N/A
1437,2019OH,2019,OH,Ohio,Hispanic,N/A
1438,2019OH,2019,OH,Ohio,Native,N/A
1439,2019OH,2019,OH,Ohio,Other,0.0
1440,2019OK,2019,OK,Oklahoma,Black,0.1
1441,2019OK,2019,OK,Oklahoma,White,0.0
1442,2019OK,2019,OK,Oklahoma,Asian,N/A
1443,2019OK,2019,OK,Oklahoma,Hispanic,0.0
1444,2019OK,2019,OK,Oklahoma,Native,0.5
1445,2019OK,2019,OK,Oklahoma,Other,N/A
1446,2019OR,2019,OR,Oregon,Black,0.0
1447,2019OR,2019,OR,Oregon,White,0.0
1448,2019OR,2019,OR,Oregon,Asian,N/A
1449,2019OR,2019,OR,Oregon,Hispanic,0.5
1450,2019OR,2019,OR,Oregon,Native,N/A
1451,2019OR,2019,OR,Oregon,Other,N/A
1452,2019PA,2019,PA,Pennsylvania,Black,0.0
1453,2019PA,2019,PA,Pennsylvania,White,0.0
1454,2019PA,2019,PA,Pennsylvania,Asian,N/A
1455,2019PA,2019,PA,Pennsylvania,Hispanic,N/A
1456,2019PA,2019,PA,Pennsylvania,Native,N/A
1457,2019PA,2019,PA,Pennsylvania,Other,N/A
1458,2019RI,2019,RI,Rhode Island,Black,N/A
1459,2019RI,2019,RI,Rhode Island,White,N/A
1460,2019RI,2019,RI,Rhode Island,Asian,N/A
1461,2019RI,2019,RI,Rhode Island,Hispanic,N/A
1462,2019RI,2019,RI,Rhode Island,Native,N/A
1463,2019RI,2019,RI,Rhode Island,Other,N/A
1464,2019SC,2019,SC,South Carolina,Black,0.0
1465,2019SC,2019,SC,South Carolina,White,0.0
1466,2019SC,2019,SC,South Carolina,Asian,N/A
1467,2019SC,2019,SC,South Carolina,Hispanic,N/A
1468,2019SC,2019,SC,South Carolina,Native,N/A
1469,2019SC,2019,SC,South Carolina,Other,N/A
1470,2019SD,2019,SD,South Dakota,Black,N/A
1471,2019SD,2019,SD,South Dakota,White,0.0
1472,2019SD,2019,SD,South Dakota,Asian,N/A
1473,2019SD,2019,SD,South Dakota,Hispanic,N/A
1474,2019SD,2019,SD,South Dakota,Native,0.0
1475,2019SD,2019,SD,South Dakota,Other,N/A
1476,2019TN,2019,TN,Tennessee,Black,0.1111111111111111
1477,2019TN,2019,TN,Tennessee,White,0.0
1478,2019TN,2019,TN,Tennessee,Asian,N/A
1479,2019TN,2019,TN,Tennessee,Hispanic,N/A
1480,2019TN,2019,TN,Tennessee,Native,N/A
1481,2019TN,2019,TN,Tennessee,Other,N/A
1482,2019TX,2019,TX,Texas,Black,0.14285714285714285
1483,2019TX,2019,TX,Texas,White,0.13157894736842105
1484,2019TX,2019,TX,Texas,Asian,0.0
1485,2019TX,2019,TX,Texas,Hispanic,0.07692307692307693
1486,2019TX,2019,TX,Texas,Native,N/A
1487,2019TX,2019,TX,Texas,Other,N/A
1488,2019UT,2019,UT,Utah,Black,0.0
1489,2019UT,2019,UT,Utah,White,0.16666666666666666
1490,2019UT,2019,UT,Utah,Asian,N/A
1491,2019UT,2019,UT,Utah,Hispanic,0.0
1492,2019UT,2019,UT,Utah,Native,N/A
1493,2019UT,2019,UT,Utah,Other,N/A
1494,2019VA,2019,VA,Virginia,Black,0.0
1495,2019VA,2019,VA,Virginia,White,0.0
1496,2019VA,2019,VA,Virginia,Asian,N/A
1497,2019VA,2019,VA,Virginia,Hispanic,N/A
1498,2019VA,2019,VA,Virginia,Native,N/A
1499,2019VA,2019,VA,Virginia,Other,N/A
1500,2019VT,2019,VT,Vermont,Black,N/A
1501,2019VT,2019,VT,Vermont,White,0.0
1502,2019VT,2019,VT,Vermont,Asian,N/A
1503,2019VT,2019,VT,Vermont,Hispanic,N/A
1504,2019VT,2019,VT,Vermont,Native,N/A
1505,2019VT,2019,VT,Vermont,Other,N/A
1506,2019WA,2019,WA,Washington,Black,0.0
1507,2019WA,2019,WA,Washington,White,0.09090909090909091
1508,2019WA,2019,WA,Washington,Asian,0.5
1509,2019WA,2019,WA,Washington,Hispanic,0.125
1510,2019WA,2019,WA,Washington,Native,0.0
1511,2019WA,2019,WA,Washington,Other,N/A
1512,2019WI,2019,WI,Wisconsin,Black,0.0
1513,2019WI,2019,WI,Wisconsin,White,0.1
1514,2019WI,2019,WI,Wisconsin,Asian,0.0
1515,2019WI,2019,WI,Wisconsin,Hispanic,0.0
1516,2019WI,2019,WI,Wisconsin,Native,N/A
1517,2019WI,2019,WI,Wisconsin,Other,N/A
1518,2019WV,2019,WV,West Virginia,Black,0.0
1519,2019WV,2019,WV,West Virginia,White,0.1111111111111111
1520,2019WV,2019,WV,West Virginia,Asian,0.0
1521,2019WV,2019,WV,West Virginia,Hispanic,N/A
1522,2019WV,2019,WV,West Virginia,Native,N/A
1523,2019WV,2019,WV,West Virginia,Other,N/A
1524,2019WY,2019,WY,Wyoming,Black,N/A
1525,2019WY,2019,WY,Wyoming,White,N/A
1526,2019WY,2019,WY,Wyoming,Asian,N/A
1527,2019WY,2019,WY,Wyoming,Hispanic,N/A
1528,2019WY,2019,WY,Wyoming,Native,0.0
1529,2019WY,2019,WY,Wyoming,Other,N/A
